"RelPath","SizeBytes","LastWriteUtc","Fingerprint"
"Project\shona\shona_core\modules\tasks_win.py","1716","2026-02-01T05:48:10.6567722Z","CC77C1F69E150D045EA07FFCD204A83A1FDE03FE0A6CA852CE83B9703AB64DDD"
"Project\shona\shona_core\owner.py","2493","2026-02-01T06:26:33.1793883Z","9010E9DB3953DE1A5DA04CE24EA08053C8D1C5FC29B704BCA839D395954362FA"
"Project\shona\shona_core\retention.py","2266","2026-02-01T05:48:10.6711155Z","4FDA29D7EB2665E943739D9345A2C6A2CC5A253AEF602F561C754DCAE7C0B032"
"Project\shona\shona_core\risk.py","1161","2026-02-01T05:48:10.6711155Z","7B4E5AEB0C3BDCDAAAA401A90549B3F7831AB5931C2A33A3F739A8DC9E1EF2C3"
"Project\shona\shona_core\scan.py","1931","2026-02-01T05:48:10.7471484Z","5FC4261F3CB2CEC0322355AB15442ACAB753EA3CB54B940C23B34EA2F8BD375F"
"Project\shona\shona_core\settings.py","1146","2026-02-01T06:56:23.7252722Z","70E0DBBFBE36406ADCE070C83E587BC7AACFDA876FCDEC8AD0C691DCBB3F96C9"
"Project\shona\shona_core\tray.py","1487","2026-02-01T03:45:11.2288702Z","966A953D0B939CFB9B87766DCA0883633AD69DE37AAE9650455BEDB15364E1D3"
"Project\shona\shona_core\utils\io.py","742","2026-02-01T03:10:21.1010007Z","CBEE6061E669A69CFC132F603A8CA5FDE253B3D4E93FADB0A419AEDE5EFC6A63"
"Project\shona\shona_core\voice.py","3944","2026-02-01T06:56:23.7411759Z","BDE5B23647EE7CF1C916B0542F2C83C6348EE7DB1573B9D08CF8852C35D93E8D"
"Project\shona\shona_core\web\app.py","6166","2026-02-01T06:56:23.7431788Z","FE69722A6214BD5EF9456AA9D73FE1E9B9ED6CC3CE81EB76637F7D921EDD3DAA"
"Project\shona\shona_core\web\static\app.js","3089","2026-02-01T06:56:23.7553913Z","0DA773115FB1763E546255D6EFD04A9F24B2EDCA11A307F2358B9B5FA717A3C8"
"Project\shona\shona_core\web\static\styles.css","5973","2026-02-01T05:02:11.7357683Z","42084C6A2678746DFFBA230AB78BD992571EC6E1811F9A728748C9E2D38716B0"
"Project\shona\shona_core\web\templates\index.html","3534","2026-02-01T05:02:11.8201583Z","992EF894C9DCBBFA9F9305BC5942F969F3197279135142636B015ADB783A4A11"
